Project,TotalBldg_GSF,Cat_Major,Cat_Minor,Total Net Area,Beds,Space,Total_SF,Common/Speciality,Path
Texas Health Hospital Frisco and UT Southwestern Medical Center Frisco,184960,Support Services,Support,29532,60,Evs,772,,
Texas Health Hospital Frisco and UT Southwestern Medical Center Frisco,184960,Support Services,Support,29532,60,Engg maint.,4755,,
Texas Health Hospital Frisco and UT Southwestern Medical Center Frisco,184960,Public Areas,Public areas,13332,60,,13332,,
Texas Health Hospital Frisco and UT Southwestern Medical Center Frisco,184960,Public Areas,Admin,1024,60,,1024,,
Texas Health Hospital Frisco and UT Southwestern Medical Center Frisco,184960,Public Areas,Staff,12144,60,,12144,,
Texas Health Harris Methodist Hospital Fort Worth Surgical Tower,186718,P.C.U.,Surgery,160239,216,,160239,,
Texas Health Harris Methodist Hospital Fort Worth Surgical Tower,186718,D&T,Imaging,469,216,,469,,
Texas Health Harris Methodist Hospital Fort Worth Surgical Tower,186718,D&T,Emergency Department,3523,216,,3523,,
Texas Health Harris Methodist Hospital Fort Worth Surgical Tower,186718,Support Services,Support,11760,216,Laundry Services,431,,
Texas Health Harris Methodist Hospital Fort Worth Surgical Tower,186718,Support Services,Support,11760,216,Engg maint.,11329,,
Texas Health Harris Methodist Hospital Fort Worth Surgical Tower,186718,Public Areas,Public areas,9848,216,,9848,,
Texas Health Harris Methodist Hospital Fort Worth Surgical Tower,186718,Public Areas,Admin,328,216,,328,,
Texas Health Harris Methodist Hospital Fort Worth Surgical Tower,186718,Public Areas,Staff,551,216,,551,,
Methodist University Hospital Gary Shorb Tower,253206,P.C.U.,Surgery,76190,207,,76190,,
Methodist University Hospital Gary Shorb Tower,253206,P.C.U.,Critical care,43152,207,,43152,,
Methodist University Hospital Gary Shorb Tower,253206,P.C.U.,Oncology,19781,207,,19781,,
Methodist University Hospital Gary Shorb Tower,253206,D&T,Surgery,49528,207,,49528,,
Methodist University Hospital Gary Shorb Tower,253206,D&T,Infusion Therapy,8065,207,,8065,,
Methodist University Hospital Gary Shorb Tower,253206,D&T,Imaging,28168,207,,28168,,
Methodist University Hospital Gary Shorb Tower,253206,D&T,Emergency Department,15008,207,,15008,,
Methodist University Hospital Gary Shorb Tower,253206,D&T,Labs,2954,207,,590,,
Methodist University Hospital Gary Shorb Tower,253206,Support Services,Support,2954,207,Pharmacy,1206,,
Methodist University Hospital Gary Shorb Tower,253206,Support Services,Support,2954,207,Engg maint.,1158,,
Methodist University Hospital Gary Shorb Tower,253206,Public Areas,Public areas,6715,207,,6715,,
Methodist University Hospital Gary Shorb Tower,253206,Public Areas,Staff,3645,207,,3645,,
Lee Health Gulf Coast Medical Center,629276,P.C.U.,Surgery,273744,566,,273744,,
Lee Health Gulf Coast Medical Center,629276,P.C.U.,Critical care,59658,566,,59658,,
Lee Health Gulf Coast Medical Center,629276,D&T,Surgery,50462,566,,50462,,
Lee Health Gulf Coast Medical Center,629276,D&T,Dialysis,6752,566,,6752,,
Lee Health Gulf Coast Medical Center,629276,D&T,Endoscopy,8675,566,,8675,,
Lee Health Gulf Coast Medical Center,629276,D&T,Imaging,29785,566,,29785,,
Lee Health Gulf Coast Medical Center,629276,D&T,Interventional Radiology,14963,566,,14963,,
Lee Health Gulf Coast Medical Center,629276,D&T,Emergency Department,49496,566,,49496,,
Lee Health Gulf Coast Medical Center,629276,D&T,Labs,91305,566,,15789,,
Lee Health Gulf Coast Medical Center,629276,Support Services,Support,91305,566,Pharmacy,9312,,
Lee Health Gulf Coast Medical Center,629276,Support Services,Support,91305,566,Food & nutrition,24586,,
Lee Health Gulf Coast Medical Center,629276,Support Services,Support,91305,566,Sterile process.,11996,,
Lee Health Gulf Coast Medical Center,629276,Support Services,Support,91305,566,Mm,25899,,
Lee Health Gulf Coast Medical Center,629276,Support Services,Support,91305,566,Morgue,336,,
Lee Health Gulf Coast Medical Center,629276,Support Services,Support,91305,566,Evs,688,,
Lee Health Gulf Coast Medical Center,629276,Support Services,Support,91305,566,Engg maint.,2699,,
Lee Health Gulf Coast Medical Center,629276,Public Areas,Public areas,10857,566,,10857,,
Lee Health Gulf Coast Medical Center,629276,Public Areas,Admin,7923,566,,7923,,
Lee Health Gulf Coast Medical Center,629276,Public Areas,Staff,25656,566,,25656,,
Uconn John Dempsey Tower,243861,P.C.U.,Surgery,97326,168,,97326,,
Uconn John Dempsey Tower,243861,P.C.U.,Critical care,19268,168,,19268,,
Uconn John Dempsey Tower,243861,D&T,Surgery,37787,168,,37787,,
Uconn John Dempsey Tower,243861,D&T,Dialysis,1671,168,,1671,,
Uconn John Dempsey Tower,243861,D&T,Imaging,5354,168,,5354,,
Uconn John Dempsey Tower,243861,D&T,Rehab Centre and Physiotherapy,1293,168,,1293,,
Uconn John Dempsey Tower,243861,D&T,Respiratory Therapy,908,168,,908,,
Uconn John Dempsey Tower,243861,D&T,Emergency Department,25970,168,,25970,,
Uconn John Dempsey Tower,243861,Support Services,Support,16165,168,Sterile process.,8836,,
Uconn John Dempsey Tower,243861,Support Services,Support,16165,168,Mm,1081,,
Uconn John Dempsey Tower,243861,Support Services,Support,16165,168,Waste management,417,,
Uconn John Dempsey Tower,243861,Support Services,Support,16165,168,Engg maint.,5831,,
Uconn John Dempsey Tower,243861,Public Areas,Public areas,9179,168,,9179,,
Uconn John Dempsey Tower,243861,Public Areas,Admin,24950,168,,24950,,
Uconn John Dempsey Tower,243861,Public Areas,Staff,3990,168,,3990,,
Florida Hospital Womens Pavilion,207133,P.C.U.,Surgery,134180,224,,134180,,
Florida Hospital Womens Pavilion,207133,D&T,Surgery,38349,224,,38349,,
Florida Hospital Womens Pavilion,207133,D&T,Emergency Department,4614,224,,4614,,
Florida Hospital Womens Pavilion,207133,Support Services,Support,13361,224,Laundry Services,1137,,
Florida Hospital Womens Pavilion,207133,Support Services,Support,13361,224,Mm,2753,,
Florida Hospital Womens Pavilion,207133,Support Services,Support,13361,224,Engg maint.,9471,,
Florida Hospital Womens Pavilion,207133,Public Areas,Public areas,8007,224,,8007,,
Florida Hospital Womens Pavilion,207133,Public Areas,Admin,41,224,,41,,
Florida Hospital Womens Pavilion,207133,Public Areas,Staff,8581,224,,8581,,
Sacred Heart Children Hospital,127235,P.C.U.,Surgery,20797,102,,20797,,
Sacred Heart Children Hospital,127235,P.C.U.,N.I.C.U.,39849,102,,39849,,
Sacred Heart Children Hospital,127235,D&T,Surgery,23892,102,,23892,,
Sacred Heart Children Hospital,127235,D&T,Emergency Department,26989,102,,26989,,
Sacred Heart Children Hospital,127235,Support Services,Support,3208,102,Pharmacy,1631,,
Sacred Heart Children Hospital,127235,Support Services,Support,3208,102,Food & nutrition,1577,,
Sacred Heart Children Hospital,127235,Public Areas,Public areas,5112,102,,5112,,
Sacred Heart Children Hospital,127235,Public Areas,Admin,3901,102,,3901,,
Sacred Heart Children Hospital,127235,Public Areas,Staff,3487,102,,3487,,
